Trap Name,QR Code,Trap ID,Date,Lat,Long,Crop,Common Name,Scientific Name,Daily Average Count,Mid Thresh,High Thresh,Incremental Count,Cumulative Count,Actual Count,7 Day Cumulative
Scholl Airstrip OFM,TP862382065578543,5846,7/10/2024,40.6301,-75.8193,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,39,6,3
Schawm OFM,TP864499062065163,7555,6/7/2024,40.6541,-76.4898,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,4,4,3
Schawm OFM,TP864499062065163,7555,6/15/2024,40.6541,-76.4898,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,7,6,3
Schawm OFM,TP864499062065163,7555,6/18/2024,40.6541,-76.4898,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,9,5,3
PSU_CENTRE_OFMCD_APPLES_2,TP862382065549346,4913,6/6/2024,40.7606,-77.8823,Apples,Oriental Fruit Moth,Grapholita molesta,4,0.57,1.14,4,150,15,3
PSU_CENTRE_OFMCD_APPLES_3,TP862382065567793,4915,4/28/2024,40.7624,-77.8829,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,4,3,3
PSU_CENTRE_OFMCD_APPLES_3,TP862382065567793,4915,4/29/2024,40.7624,-77.8829,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,4,3,3
PSU_CENTRE_OFMCD_APPLES_3,TP862382065567793,4915,4/30/2024,40.7624,-77.8829,Apples,Oriental Fruit Moth,Grapholita molesta,2,0.57,1.14,2,6,5,3
PSU_CENTRE_OFMCD_APPLES_3,TP862382065567793,4915,5/16/2024,40.7624,-77.8829,Apples,Oriental Fruit Moth,Grapholita molesta,6,0.57,1.14,6,30,18,3
PSU_CENTRE_OFMCD_APPLES_3,TP862382065567793,4915,6/17/2024,40.7624,-77.8829,Apples,Oriental Fruit Moth,Grapholita molesta,2,0.57,1.14,2,63,19,3
PSU_CENTRE_OFMCD_APPLES_3,TP862382065567793,4915,6/25/2024,40.7624,-77.8829,Apples,Oriental Fruit Moth,Grapholita molesta,2,0.57,1.14,2,68,21,3
2PSU_ERIE_OFMCD_APPLES_1,TP862382065577685,7840,6/17/2024,42.1628,-79.8913,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,3,1,3
2PSU_ERIE_OFMCD_APPLES_1,TP862382065577685,7840,6/18/2024,42.1628,-79.8913,Apples,Oriental Fruit Moth,Grapholita molesta,2,0.57,1.14,2,5,3,3
PSU_ERIE_OFMCD_APPLES_2,TP862382065541277,4658,4/26/2024,42.1646,-79.8928,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,4,2,3
PSU_ERIE_OFMCD_APPLES_3,TP862382065577180,4660,4/18/2024,42.1672,-79.8937,Apples,Oriental Fruit Moth,Grapholita molesta,2,0.57,1.14,2,5,5,3
PSU_ERIE_OFMCD_APPLES_3,TP862382065577180,4660,4/25/2024,42.1672,-79.8937,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,7,6,3
Lewis Bros OFM,TP864499062060412,5656,5/21/2024,39.4279,-78.0478,Apples,Oriental Fruit Moth,Grapholita molesta,6,0.57,1.14,6,100,43,4
Lewis Bros OFM,TP864499062060412,5656,6/20/2024,39.4279,-78.0478,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,122,0,4
Lewis Bros OFM,TP864499062060412,5656,6/21/2024,39.4279,-78.0478,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,123,1,4
Lewis Bros OFM,TP864499062060412,5656,7/7/2024,39.4279,-78.0478,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,130,5,4
Lewis Bros OFM,TP864499062060412,5656,7/9/2024,39.4279,-78.0478,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,131,5,4
Lewis Bros OFM,TP864499062060412,5656,7/10/2024,39.4279,-78.0478,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,131,5,4
Lewis Bros OFM,TP864499062060412,5656,7/11/2024,39.4279,-78.0478,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,132,6,4
Kilmer Spray Shed OFM,TP864499062054936,5654,4/30/2024,39.428,-78.0478,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,7,3,4
Kilmer Spray Shed OFM,TP864499062054936,5654,5/1/2024,39.428,-78.0478,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,7,1,4
Kilmer Spray Shed OFM,TP864499062054936,5654,5/2/2024,39.428,-78.0478,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,7,0,4
Kilmer Spray Shed OFM,TP864499062054936,5654,5/4/2024,39.428,-78.0478,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,8,0,4
Kilmer Spray Shed OFM,TP864499062054936,5654,5/6/2024,39.428,-78.0478,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,9,0,4
Kilmer Spray Shed OFM,TP864499062054936,5654,5/8/2024,39.428,-78.0478,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,11,0,4
Kilmer Spray Shed OFM,TP864499062054936,5654,5/9/2024,39.428,-78.0478,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,12,1,4
Kilmer Spray Shed OFM,TP864499062054936,5654,5/11/2024,39.428,-78.0478,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,13,1,4
Kilmer Spray Shed OFM,TP864499062054936,5654,5/13/2024,39.428,-78.0478,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,13,1,4
Kilmer Spray Shed OFM,TP864499062054936,5654,5/14/2024,39.428,-78.0478,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,13,1,4
Kilmer Spray Shed OFM,TP864499062054936,5654,5/30/2024,39.428,-78.0478,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,19,1,4
Kilmer Spray Shed OFM,TP864499062054936,5654,5/31/2024,39.428,-78.0478,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,19,1,4
Kilmer Spray Shed OFM,TP864499062054936,5654,6/12/2024,39.428,-78.0478,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,25,2,4
Kilmer Spray Shed OFM,TP864499062054936,5654,6/13/2024,39.428,-78.0478,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,25,2,4
Kilmer Spray Shed OFM,TP864499062054936,5654,6/23/2024,39.428,-78.0478,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,29,1,4
Kilmer Spray Shed OFM,TP864499062054936,5654,6/24/2024,39.428,-78.0478,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,29,0,4
Shaw reds ofm,TP862382065578394,6265,6/27/2024,39.7194,-76.5554,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,14,1,4
Shaw reds ofm,TP862382065578394,6265,6/28/2024,39.7194,-76.5554,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,14,0,4
Traceys OFM,TP864499062054878,5669,6/21/2024,39.7642,-77.6667,Apples,Oriental Fruit Moth,Grapholita molesta,6,0.57,1.14,6,147,8,4
Harlan Hess Packing House OFM,TP862382065579723,5369,6/27/2024,39.807,-77.6157,Apples,Oriental Fruit Moth,Grapholita molesta,5,0.57,1.14,5,173,29,4
Harlan Hess Eds Block OFM,TP862382065548694,5347,6/27/2024,39.8144,-77.5962,Apples,Oriental Fruit Moth,Grapholita molesta,17,0.57,1.14,17,669,92,4
Harlan Hess Processing Block OFM,TP862382065578840,5354,4/11/2024,39.8184,-77.597,Apples,Oriental Fruit Moth,Grapholita molesta,14,0.57,1.14,14,18,18,4
Harlan Hess Processing Block OFM,TP862382065578840,5354,6/6/2024,39.8184,-77.597,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,384,5,4
Harlan Hess Manheim Block OFM,TP862382065545609,5362,5/30/2024,39.8262,-77.5845,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,411,0,4
Harlan Hess Manheim Block OFM,TP862382065545609,5362,5/31/2024,39.8262,-77.5845,Apples,Oriental Fruit Moth,Grapholita molesta,3,0.57,1.14,3,414,3,4
Harlan Hess Manheim Block OFM,TP862382065545609,5362,6/1/2024,39.8262,-77.5845,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,414,1,4
Harlan Hess Manheim Block OFM,TP862382065545609,5362,6/4/2024,39.8262,-77.5845,Apples,Oriental Fruit Moth,Grapholita molesta,2,0.57,1.14,2,417,4,4
Harlan Hess Manheim Block OFM,TP862382065545609,5362,6/20/2024,39.8262,-77.5845,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,434,11,4
Harlan Hess Manheim Block OFM,TP862382065545609,5362,6/21/2024,39.8262,-77.5845,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,434,10,4
Harlan Hess Manheim Block OFM,TP862382065545609,5362,6/22/2024,39.8262,-77.5845,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,434,10,4
Harlan Hess Manheim Block OFM,TP862382065545609,5362,6/23/2024,39.8262,-77.5845,Apples,Oriental Fruit Moth,Grapholita molesta,2,0.57,1.14,2,436,12,4
Harlan Hess Manheim Block OFM,TP862382065545609,5362,6/24/2024,39.8262,-77.5845,Apples,Oriental Fruit Moth,Grapholita molesta,3,0.57,1.14,3,439,15,4
GFS_RL_Woerner_Lower_CM2,TP864499062060677,6296,7/1/2024,39.831,-77.3716,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,5,4,4
GFS_RL_Woerner_Lower_CM2,TP864499062060677,6296,7/2/2024,39.831,-77.3716,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,5,4,4
GFS_RL_Woerner_Lower_CM2,TP864499062060677,6296,7/3/2024,39.831,-77.3716,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,5,0,4
GFS_RL_Woerner_Lower_CM2,TP864499062060677,6296,7/4/2024,39.831,-77.3716,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,5,0,4
Mt Ridge Speco OFM,TP862382065551458,5314,7/11/2024,39.8338,-77.414,Apples,Oriental Fruit Moth,Grapholita molesta,7,0.57,1.14,14,481,29,4
GFS_RL_Sharrah Orchards_CM1,TP864499062049134,6215,5/14/2024,39.88627,-77.3885,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,5,0,4
GFS_RL_Sharrah Orchards_CM1,TP864499062049134,6215,5/15/2024,39.88627,-77.3885,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,5,0,4
GFS_RL_Sharrah Orchards_CM1,TP864499062049134,6215,5/16/2024,39.88627,-77.3885,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,6,1,4
GFS_RL_Sharrah Orchards_CM1,TP864499062049134,6215,5/17/2024,39.88627,-77.3885,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,7,2,4
GFS_RL_Sharrah Orchards_CM1,TP864499062049134,6215,5/19/2024,39.88627,-77.3885,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,8,2,4
GFS_RL_Sharrah Orchards_CM1,TP864499062049134,6215,5/29/2024,39.88627,-77.3885,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,14,3,4
GFS_RL_Sharrah Orchards_CM1,TP864499062049134,6215,5/31/2024,39.88627,-77.3885,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,15,2,4
GFS_RL_Sharrah Orchards_CM1,TP864499062049134,6215,6/3/2024,39.88627,-77.3885,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,17,2,4
GFS_RL_Sharrah Orchards_CM1,TP864499062049134,6215,6/4/2024,39.88627,-77.3885,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,17,2,4
GFS_RL_Sharrah Orchards_CM1,TP864499062049134,6215,6/6/2024,39.88627,-77.3885,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,18,3,4
GFS_RL_Sharrah Orchards_CM1,TP864499062049134,6215,6/21/2024,39.88627,-77.3885,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,30,8,4
GFS_RL_Sharrah Orchards_CM1,TP864499062049134,6215,6/22/2024,39.88627,-77.3885,Apples,Oriental Fruit Moth,Grapholita molesta,2,0.57,1.14,2,32,10,4
GFS_RL_Sharrah Orchards_CM1,TP864499062049134,6215,6/24/2024,39.88627,-77.3885,Apples,Oriental Fruit Moth,Grapholita molesta,4,0.57,1.14,4,36,12,4
GFS_RL_Sharrah Orchards_CM1,TP864499062049134,6215,7/3/2024,39.88627,-77.3885,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,41,0,4
GFS_RL_Sharrah Orchards_CM1,TP864499062049134,6215,7/4/2024,39.88627,-77.3885,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,41,0,4
GFS_RL_Sharrah Orchards_CM1,TP864499062049134,6215,7/5/2024,39.88627,-77.3885,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,41,0,4
GFS_RL_Sharrah Orchards_OFM2,TP864499062049274,6219,5/24/2024,39.8894,-77.3906,Apples,Oriental Fruit Moth,Grapholita molesta,7,0.57,1.14,7,61,25,4
GFS_RL_Sharrah Orchards_OFM2,TP864499062049274,6219,7/8/2024,39.8894,-77.3906,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,145,5,4
GFS_RL_Sharrah Orchards_OFM2,TP864499062049274,6219,7/10/2024,39.8894,-77.3906,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,145,5,4
GFS_RL_Sharrah Orchards_OFM2,TP864499062049274,6219,7/11/2024,39.8894,-77.3906,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,145,5,4
GFS_RL_Sharrah Orchards_OFM2,TP864499062049274,6219,7/15/2024,39.8894,-77.3906,Apples,Oriental Fruit Moth,Grapholita molesta,3,0.57,1.14,3,151,11,4
GFS_RL_Deardorff_Apple_OFM,TP864499062049522,6299,6/7/2024,39.8927,-77.3852,Apples,Oriental Fruit Moth,Grapholita molesta,3,0.57,1.14,3,47,20,4
GFS_RL_Deardorff_Apple_OFM,TP864499062049522,6299,6/15/2024,39.8927,-77.3852,Apples,Oriental Fruit Moth,Grapholita molesta,4,0.57,1.14,4,55,21,4
GFS_RL_Deardorff_Apple_OFM,TP864499062049522,6299,7/12/2024,39.8927,-77.3852,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,78,2,4
GFS_RL_Deardorff_Apple_OFM,TP864499062049522,6299,7/13/2024,39.8927,-77.3852,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,79,3,4
GFS_RL_Sharrah Orchards_Hilltown_OFM,TP864499062056337,6210,5/31/2024,39.8942,-77.3617,Apples,Oriental Fruit Moth,Grapholita molesta,2,0.57,1.14,2,157,21,4
GFS_RL_Flickinger_Romes_OFM,TP864499062043624,6289,6/15/2024,39.8986,-77.3547,Apples,Oriental Fruit Moth,Grapholita molesta,4,0.57,1.14,4,291,66,4
GFS_RL_Flickinger_UpperYorks_OFM,TP864499062052104,6287,5/17/2024,39.8998,-77.3603,Apples,Oriental Fruit Moth,Grapholita molesta,3,0.57,1.14,3,205,75,4
GFS_RL_Flickinger_UpperYorks_OFM,TP864499062052104,6287,5/18/2024,39.8998,-77.3603,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,205,71,4
GFS_RL_Flickinger_UpperYorks_OFM,TP864499062052104,6287,5/19/2024,39.8998,-77.3603,Apples,Oriental Fruit Moth,Grapholita molesta,4,0.57,1.14,4,209,75,4
Peters Aville Back Block OFM,TP862382065561648,4870,4/25/2024,39.9039,-77.3323,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,12,8,4
Peters Aville Back Block OFM,TP862382065561648,4870,4/26/2024,39.9039,-77.3323,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,12,7,4
Peters Aville Back Block OFM,TP862382065561648,4870,4/27/2024,39.9039,-77.3323,Apples,Oriental Fruit Moth,Grapholita molesta,2,0.57,1.14,2,14,9,4
Peters Aville Back Block OFM,TP862382065561648,4870,5/24/2024,39.9039,-77.3323,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,61,0,4
Peters Aville Back Block OFM,TP862382065561648,4870,7/12/2024,39.9039,-77.3323,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,120,2,4
Peters Aville Barn Block OFM,TP862382065584210,4924,6/1/2024,39.9102,-77.3293,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,114,5,4
Peters Aville Barn Block OFM,TP862382065584210,4924,6/3/2024,39.9102,-77.3293,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,114,5,4
Peters Aville Barn Block OFM,TP862382065584210,4924,6/4/2024,39.9102,-77.3293,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,114,4,4
Peters Aville Barn Block OFM,TP862382065584210,4924,6/18/2024,39.9102,-77.3293,Apples,Oriental Fruit Moth,Grapholita molesta,2,0.57,1.14,2,129,2,4
Peters Aville Barn Block OFM,TP862382065584210,4924,6/20/2024,39.9102,-77.3293,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,129,1,4
Peters Aville Barn Block OFM,TP862382065584210,4924,6/21/2024,39.9102,-77.3293,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,130,2,4
Peters Aville Barn Block OFM,TP862382065584210,4924,6/22/2024,39.9102,-77.3293,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,130,2,4
Peters Aville Barn Block OFM,TP862382065584210,4924,6/23/2024,39.9102,-77.3293,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,130,2,4
Peters Aville Barn Block OFM,TP862382065584210,4924,7/12/2024,39.9102,-77.3293,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,135,4,4
Peters Aville Barn Block OFM,TP862382065584210,4924,7/13/2024,39.9102,-77.3293,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,135,4,4
Peters Aville Tower Block OFM,TP862382065582545,4868,4/18/2024,39.9125,-77.3287,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,4,4,4
Peters Aville Tower Block OFM,TP862382065582545,4868,4/19/2024,39.9125,-77.3287,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,5,5,4
Peters Aville Tower Block OFM,TP862382065582545,4868,4/26/2024,39.9125,-77.3287,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,9,7,4
Peters Aville Tower Block OFM,TP862382065582545,4868,4/27/2024,39.9125,-77.3287,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,10,8,4
Peters Aville Tower Block OFM,TP862382065582545,4868,4/30/2024,39.9125,-77.3287,Apples,Oriental Fruit Moth,Grapholita molesta,4,0.57,1.14,4,14,12,4
Peters Aville Tower Block OFM,TP862382065582545,4868,5/14/2024,39.9125,-77.3287,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,24,15,4
Peters Aville Tower Block OFM,TP862382065582545,4868,5/15/2024,39.9125,-77.3287,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,24,15,4
Peters Aville Tower Block OFM,TP862382065582545,4868,5/16/2024,39.9125,-77.3287,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,25,16,4
Peters Aville Tower Block OFM,TP862382065582545,4868,5/17/2024,39.9125,-77.3287,Apples,Oriental Fruit Moth,Grapholita molesta,3,0.57,1.14,3,28,19,4
Peters Aville Tower Block OFM,TP862382065582545,4868,5/19/2024,39.9125,-77.3287,Apples,Oriental Fruit Moth,Grapholita molesta,3,0.57,1.14,3,31,18,4
Windside Labor Camp OFM,TP862382065549494,4763,6/3/2024,39.9141,-77.3052,Apples,Oriental Fruit Moth,Grapholita molesta,2,0.57,1.14,2,188,10,4
Windside Labor Camp OFM,TP862382065549494,4763,6/12/2024,39.9141,-77.3052,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,197,4,4
Windside Labor Camp OFM,TP862382065549494,4763,6/13/2024,39.9141,-77.3052,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,198,5,4
Windside Labor Camp OFM,TP862382065549494,4763,6/16/2024,39.9141,-77.3052,Apples,Oriental Fruit Moth,Grapholita molesta,2,0.57,1.14,2,201,6,4
Windside Labor Camp OFM,TP862382065549494,4763,6/19/2024,39.9141,-77.3052,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,202,1,4
Windside Labor Camp OFM,TP862382065549494,4763,6/21/2024,39.9141,-77.3052,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,202,1,4
Windside Below Town OFM 2,TP862382065571696,6140,6/27/2024,39.9163,-77.2925,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,562,1,4
Windside Below Town OFM 2,TP862382065571696,6140,6/28/2024,39.9163,-77.2925,Apples,Oriental Fruit Moth,Grapholita molesta,48,0.57,1.14,48,610,49,4
Andrews OFM,TP862382065571589,5383,5/24/2024,39.9229,-77.827,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,284,0,4
Andrews OFM,TP862382065571589,5383,5/27/2024,39.9229,-77.827,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,285,1,4
Andrews OFM,TP862382065571589,5383,5/28/2024,39.9229,-77.827,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,285,1,4
Andrews OFM,TP862382065571589,5383,6/7/2024,39.9229,-77.827,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,290,5,4
Andrews OFM,TP862382065571589,5383,6/8/2024,39.9229,-77.827,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,291,6,4
Andrews OFM,TP862382065571589,5383,6/9/2024,39.9229,-77.827,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,291,5,4
Andrews OFM,TP862382065571589,5383,6/10/2024,39.9229,-77.827,Apples,Oriental Fruit Moth,Grapholita molesta,6,0.57,1.14,6,297,11,4
PSU_ADAMS_OFMCD_APPLES_5,TP862382065551334,5301,5/8/2024,39.9387,-77.2552,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,15,2,4
PSU_ADAMS_OFMCD_APPLES_5,TP862382065551334,5301,5/9/2024,39.9387,-77.2552,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,16,3,4
Peters Excelscior OFM,TP862382065556002,4863,5/9/2024,39.942,-77.3155,Apples,Oriental Fruit Moth,Grapholita molesta,4,0.57,1.14,4,9,9,4
Peters Excelscior OFM,TP862382065556002,4863,5/28/2024,39.942,-77.3155,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,21,5,4
Peters Excelscior OFM,TP862382065556002,4863,6/2/2024,39.942,-77.3155,Apples,Oriental Fruit Moth,Grapholita molesta,3,0.57,1.14,3,26,6,4
GFS_RL_Forresters_Upper_OFM,TP864499062059778,5988,4/24/2024,39.9465,-77.556,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,4,3,4
GFS_RL_Forresters_Upper_OFM,TP864499062059778,5988,4/25/2024,39.9465,-77.556,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,4,3,4
GFS_RL_Forresters_Upper_OFM,TP864499062059778,5988,4/26/2024,39.9465,-77.556,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,5,4,4
GFS_RL_Forresters_Upper_OFM,TP864499062059778,5988,4/30/2024,39.9465,-77.556,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,7,3,4
GFS_RL_Forresters_Upper_OFM,TP864499062059778,5988,5/27/2024,39.9465,-77.556,Apples,Oriental Fruit Moth,Grapholita molesta,5,0.57,1.14,5,41,23,4
GFS_RL_Forresters_Upper_OFM,TP864499062059778,5988,6/14/2024,39.9465,-77.556,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,65,18,4
GFS_RL_Forresters_Upper_OFM,TP864499062059778,5988,6/15/2024,39.9465,-77.556,Apples,Oriental Fruit Moth,Grapholita molesta,5,0.57,1.14,5,70,23,4
GFS_RL_Forresters_Upper_OFM,TP864499062059778,5988,7/13/2024,39.9465,-77.556,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,94,3,4
GFS_RL_Forresters_Upper_OFM,TP864499062059778,5988,7/14/2024,39.9465,-77.556,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,94,3,4
Mt Ridge 8G OFM,TP862382065578691,4857,4/11/2024,39.9488,-77.2902,Apples,Oriental Fruit Moth,Grapholita molesta,2,0.57,1.14,,4,,4
Mt Ridge 8G OFM,TP862382065578691,4857,4/12/2024,39.9488,-77.2902,Apples,Oriental Fruit Moth,Grapholita molesta,2,0.57,1.14,4,8,8,4
PSU_ADAMS_OFMCD_APPLES_1,TP862382065580507,4633,5/1/2024,39.954,-77.3005,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,22,16,4
PSU_ADAMS_OFMCD_APPLES_1,TP862382065580507,4633,5/2/2024,39.954,-77.3005,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,22,16,4
PSU_ADAMS_OFMCD_APPLES_1,TP862382065580507,4633,5/3/2024,39.954,-77.3005,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,22,16,4
PSU_ADAMS_OFMCD_APPLES_1,TP862382065580507,4633,5/5/2024,39.954,-77.3005,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,23,17,4
PSU_ADAMS_OFMCD_APPLES_1,TP862382065580507,4633,6/4/2024,39.954,-77.3005,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,33,2,4
PSU_ADAMS_OFMCD_APPLES_1,TP862382065580507,4633,6/5/2024,39.954,-77.3005,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,34,3,4
PSU_ADAMS_OFMCD_APPLES_1,TP862382065580507,4633,6/23/2024,39.954,-77.3005,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,48,5,4
PSU_ADAMS_OFMCD_APPLES_1,TP862382065580507,4633,6/24/2024,39.954,-77.3005,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,48,5,4
PSU_ADAMS_OFMCD_APPLES_1,TP862382065580507,4633,6/25/2024,39.954,-77.3005,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,49,6,4
PSU_ADAMS_OFMCD_APPLES_1,TP862382065580507,4633,7/2/2024,39.954,-77.3005,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,53,9,4
