Trap Name,QR Code,Trap ID,Date,adm2,Lat,Long,Crop,Scientific Name,Daily Average Count,Mid Thresh,High Thresh,Incremental Count,Cumulative Count,Actual Count,7 Day Cumulative
GFS_RL_Woerner_Lower_CM,TP864499062051353,6297,7/2/2024,Adams,39.8315,-77.3715,Apples,Cydia pomonella,0,0.14,0.43,0,9,2,1
GFS_RL_Woerner_Lower_CM,TP864499062051353,6297,7/3/2024,Adams,39.8315,-77.3715,Apples,Cydia pomonella,0,0.14,0.43,0,9,0,1
GFS_RL_Woerner_Lower_CM,TP864499062051353,6297,7/4/2024,Adams,39.8315,-77.3715,Apples,Cydia pomonella,0,0.14,0.43,0,9,0,1
GFS_RL_Woerner_CM1,TP864499062046395,6291,6/25/2024,Adams,39.8331,-77.3771,Apples,Cydia pomonella,2,0.14,0.43,2,83,23,1
GFS_RL_Woerner_CM1,TP864499062046395,6291,7/5/2024,Adams,39.8331,-77.3771,Apples,Cydia pomonella,0,0.14,0.43,0,101,0,1
GFS_RL_Woerner_CM1,TP864499062046395,6291,7/6/2024,Adams,39.8331,-77.3771,Apples,Cydia pomonella,0,0.14,0.43,0,101,0,1
GFS_RL_Woerner_CM1,TP864499062046395,6291,7/7/2024,Adams,39.8331,-77.3771,Apples,Cydia pomonella,1,0.14,0.43,1,102,1,1
GFS_RL_Woerner_CM1,TP864499062046395,6291,7/8/2024,Adams,39.8331,-77.3771,Apples,Cydia pomonella,0,0.14,0.43,0,102,1,1
GFS_RL_Woerner_CM1,TP864499062046395,6291,7/9/2024,Adams,39.8331,-77.3771,Apples,Cydia pomonella,1,0.14,0.43,1,103,2,1
Mt Ridge Speco CM,TP862382065542846,5312,4/21/2024,Adams,39.8338,-77.4145,Apples,Cydia pomonella,0,0.14,0.43,0,1,1,1
Mt Ridge Speco CM,TP862382065542846,5312,4/22/2024,Adams,39.8338,-77.4145,Apples,Cydia pomonella,0,0.14,0.43,0,1,0,1
Mt Ridge Speco CM,TP862382065542846,5312,4/23/2024,Adams,39.8338,-77.4145,Apples,Cydia pomonella,1,0.14,0.43,1,2,1,1
Mt Ridge Speco CM,TP862382065542846,5312,5/1/2024,Adams,39.8338,-77.4145,Apples,Cydia pomonella,0,0.14,0.43,0,3,0,1
Mt Ridge Speco CM,TP862382065542846,5312,5/2/2024,Adams,39.8338,-77.4145,Apples,Cydia pomonella,0,0.14,0.43,0,3,0,1
Mt Ridge Speco CM,TP862382065542846,5312,5/9/2024,Adams,39.8338,-77.4145,Apples,Cydia pomonella,0,0.14,0.43,0,4,0,1
Mt Ridge Speco CM,TP862382065542846,5312,5/10/2024,Adams,39.8338,-77.4145,Apples,Cydia pomonella,0,0.14,0.43,0,4,0,1
Mt Ridge Speco CM,TP862382065542846,5312,5/11/2024,Adams,39.8338,-77.4145,Apples,Cydia pomonella,0,0.14,0.43,0,4,0,1
Mt Ridge Speco CM,TP862382065542846,5312,5/12/2024,Adams,39.8338,-77.4145,Apples,Cydia pomonella,0,0.14,0.43,0,4,0,1
Mt Ridge Speco CM,TP862382065542846,5312,5/13/2024,Adams,39.8338,-77.4145,Apples,Cydia pomonella,0,0.14,0.43,0,4,0,1
Mt Ridge Speco CM,TP862382065542846,5312,5/14/2024,Adams,39.8338,-77.4145,Apples,Cydia pomonella,1,0.14,0.43,1,5,1,1
Mt Ridge Speco CM,TP862382065542846,5312,5/16/2024,Adams,39.8338,-77.4145,Apples,Cydia pomonella,0,0.14,0.43,0,5,0,1
Mt Ridge Speco CM,TP862382065542846,5312,5/17/2024,Adams,39.8338,-77.4145,Apples,Cydia pomonella,0,0.14,0.43,0,5,0,1
Mt Ridge Speco CM,TP862382065542846,5312,5/18/2024,Adams,39.8338,-77.4145,Apples,Cydia pomonella,0,0.14,0.43,0,5,0,1
Mt Ridge Speco CM,TP862382065542846,5312,5/19/2024,Adams,39.8338,-77.4145,Apples,Cydia pomonella,0,0.14,0.43,0,5,0,1
Mt Ridge Speco CM,TP862382065542846,5312,5/20/2024,Adams,39.8338,-77.4145,Apples,Cydia pomonella,0,0.14,0.43,0,5,0,1
Mt Ridge Speco CM,TP862382065542846,5312,5/21/2024,Adams,39.8338,-77.4145,Apples,Cydia pomonella,0,0.14,0.43,0,5,0,1
Mt Ridge Speco CM,TP862382065542846,5312,5/27/2024,Adams,39.8338,-77.4145,Apples,Cydia pomonella,1,0.14,0.43,1,7,2,1
Mt Ridge Speco Lower Orch CM,TP864499062058614,7958,6/22/2024,Adams,39.8392,-77.4083,Apples,Cydia pomonella,0,0.14,0.43,0,1,1,1
Mt Ridge Speco Lower Orch CM,TP864499062058614,7958,6/23/2024,Adams,39.8392,-77.4083,Apples,Cydia pomonella,0,0.14,0.43,0,1,1,1
Mt Ridge Speco Lower Orch CM,TP864499062058614,7958,6/24/2024,Adams,39.8392,-77.4083,Apples,Cydia pomonella,2,0.14,0.43,2,3,3,1
Mt Ridge Speco Lower Orch CM,TP864499062058614,7958,7/2/2024,Adams,39.8392,-77.4083,Apples,Cydia pomonella,1,0.14,0.43,1,5,1,1
Mt Ridge Speco Lower Orch CM,TP864499062058614,7958,7/5/2024,Adams,39.8392,-77.4083,Apples,Cydia pomonella,1,0.14,0.43,1,6,1,1
Mt Ridge Speco Lower Orch CM,TP864499062058614,7958,7/10/2024,Adams,39.8392,-77.4083,Apples,Cydia pomonella,0,0.14,0.43,0,6,1,1
Mt Ridge Speco Lower Orch CM,TP864499062058614,7958,7/11/2024,Adams,39.8392,-77.4083,Apples,Cydia pomonella,0,0.14,0.43,0,6,1,1
Mt Ridge Speco Lower Orch CM,TP864499062058614,7958,7/12/2024,Adams,39.8392,-77.4083,Apples,Cydia pomonella,0,0.14,0.43,0,6,1,1
Mt Ridge Speco Lower Orch CM,TP864499062058614,7958,7/15/2024,Adams,39.8392,-77.4083,Apples,Cydia pomonella,2,0.14,0.43,2,9,4,1
Mt Ridge Speco Sullivan CM,TP864499062053599,7956,6/22/2024,Adams,39.8494,-77.405,Apples,Cydia pomonella,3,0.14,0.43,3,4,4,1
El Vista Codling Moth top of hill,TP862382065570078,6549,5/23/2024,Adams,39.8529,-77.3784,Apples,Cydia pomonella,0.0714,0.14,0.43,,1,,1
El Vista Codling Moth top of hill,TP862382065570078,6549,5/24/2024,Adams,39.8529,-77.3784,Apples,Cydia pomonella,0.0714,0.14,0.43,,1,,1
El Vista Codling Moth top of hill,TP862382065570078,6549,5/25/2024,Adams,39.8529,-77.3784,Apples,Cydia pomonella,0.0714,0.14,0.43,,1,,1
El Vista Codling Moth top of hill,TP862382065570078,6549,5/26/2024,Adams,39.8529,-77.3784,Apples,Cydia pomonella,0.0714,0.14,0.43,,1,,1
El Vista Codling Moth top of hill,TP862382065570078,6549,5/27/2024,Adams,39.8529,-77.3784,Apples,Cydia pomonella,0.0714,0.14,0.43,,1,,1
El Vista Codling Moth top of hill,TP862382065570078,6549,5/28/2024,Adams,39.8529,-77.3784,Apples,Cydia pomonella,0.0714,0.14,0.43,,1,,1
El Vista Codling Moth top of hill,TP862382065570078,6549,5/29/2024,Adams,39.8529,-77.3784,Apples,Cydia pomonella,0.0714,0.14,0.43,,1,,1
TP862382065569955,TP862382065569955,6545,5/21/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,1,1,1
TP862382065569955,TP862382065569955,6545,5/22/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,1,0,1
TP862382065569955,TP862382065569955,6545,5/23/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,1,0,1
TP862382065569955,TP862382065569955,6545,5/24/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,1,0,1
TP862382065569955,TP862382065569955,6545,5/25/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,1,0,1
TP862382065569955,TP862382065569955,6545,5/26/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,1,0,1
TP862382065569955,TP862382065569955,6545,5/27/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,1,0,1
TP862382065569955,TP862382065569955,6545,6/5/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,2,1,1
TP862382065569955,TP862382065569955,6545,6/6/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,2,1,1
TP862382065569955,TP862382065569955,6545,6/7/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,2,1,1
TP862382065569955,TP862382065569955,6545,6/8/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,2,1,1
TP862382065569955,TP862382065569955,6545,6/9/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,2,1,1
TP862382065569955,TP862382065569955,6545,6/10/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,2,1,1
TP862382065569955,TP862382065569955,6545,6/11/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,2,1,1
TP862382065569955,TP862382065569955,6545,6/24/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,3,2,1
TP862382065569955,TP862382065569955,6545,6/25/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,3,2,1
TP862382065569955,TP862382065569955,6545,6/26/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,3,0,1
TP862382065569955,TP862382065569955,6545,6/27/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,1,0.14,0.43,1,4,1,1
TP862382065569955,TP862382065569955,6545,7/5/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,1,0.14,0.43,1,6,1,1
TP862382065569955,TP862382065569955,6545,7/8/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,6,1,1
TP862382065569955,TP862382065569955,6545,7/9/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,6,1,1
TP862382065569955,TP862382065569955,6545,7/10/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,6,0,1
TP862382065569955,TP862382065569955,6545,7/11/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,6,0,1
TP862382065569955,TP862382065569955,6545,7/12/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,6,0,1
TP862382065569955,TP862382065569955,6545,7/15/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,7,1,1
TP862382065569955,TP862382065569955,6545,7/16/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,1,0.14,0.43,1,8,2,1
GFS_RL_Sharrah Orchards_CM1,TP864499062041313,6216,5/6/2024,Adams,39.8863,-77.3885,Apples,Cydia pomonella,0,0.14,0.43,0,1,1,1
GFS_RL_Sharrah Orchards_CM1,TP864499062041313,6216,5/7/2024,Adams,39.8863,-77.3885,Apples,Cydia pomonella,0,0.14,0.43,0,1,0,1
GFS_RL_Sharrah Orchards_CM1,TP864499062041313,6216,5/8/2024,Adams,39.8863,-77.3885,Apples,Cydia pomonella,1,0.14,0.43,1,2,1,1
GFS_RL_Sharrah Orchards_CM1,TP864499062041313,6216,5/13/2024,Adams,39.8863,-77.3885,Apples,Cydia pomonella,0,0.14,0.43,0,2,0,1
GFS_RL_Sharrah Orchards_CM1,TP864499062041313,6216,5/14/2024,Adams,39.8863,-77.3885,Apples,Cydia pomonella,0,0.14,0.43,0,2,0,1
GFS_RL_Sharrah Orchards_CM1,TP864499062041313,6216,5/15/2024,Adams,39.8863,-77.3885,Apples,Cydia pomonella,0,0.14,0.43,0,2,0,1
GFS_RL_Sharrah Orchards_CM1,TP864499062041313,6216,5/22/2024,Adams,39.8863,-77.3885,Apples,Cydia pomonella,0,0.14,0.43,0,3,1,1
GFS_RL_Sharrah Orchards_CM1,TP864499062041313,6216,5/23/2024,Adams,39.8863,-77.3885,Apples,Cydia pomonella,0,0.14,0.43,0,3,0,1
GFS_RL_Sharrah Orchards_CM1,TP864499062041313,6216,5/24/2024,Adams,39.8863,-77.3885,Apples,Cydia pomonella,0,0.14,0.43,0,3,0,1
GFS_RL_Sharrah Orchards_CM1,TP864499062041313,6216,5/25/2024,Adams,39.8863,-77.3885,Apples,Cydia pomonella,0,0.14,0.43,0,3,0,1
GFS_RL_Sharrah Orchards_CM1,TP864499062041313,6216,5/26/2024,Adams,39.8863,-77.3885,Apples,Cydia pomonella,1,0.14,0.43,1,4,1,1
GFS_RL_Sharrah Orchards_CM1,TP864499062041313,6216,5/29/2024,Adams,39.8863,-77.3885,Apples,Cydia pomonella,1,0.14,0.43,1,5,1,1
GFS_RL_Sharrah Orchards_CM1,TP864499062041313,6216,6/24/2024,Adams,39.8863,-77.3885,Apples,Cydia pomonella,2,0.14,0.43,2,17,8,1
GFS_RL_Sharrah Orchards_CM1,TP864499062041313,6216,7/4/2024,Adams,39.8863,-77.3885,Apples,Cydia pomonella,0,0.14,0.43,0,20,0,1
GFS_RL_Sharrah Orchards_CM1,TP864499062041313,6216,7/7/2024,Adams,39.8863,-77.3885,Apples,Cydia pomonella,1,0.14,0.43,1,22,2,1
GFS_RL_Sharrah Orchards_CM1,TP864499062041313,6216,7/14/2024,Adams,39.8863,-77.3885,Apples,Cydia pomonella,0,0.14,0.43,0,22,1,1
GFS_RL_Sharrah Orchards_CM2,TP864499062050793,6220,5/3/2024,Adams,39.8894,-77.3905,Apples,Cydia pomonella,0,0.14,0.43,0,1,0,1
GFS_RL_Sharrah Orchards_CM2,TP864499062050793,6220,5/4/2024,Adams,39.8894,-77.3905,Apples,Cydia pomonella,0,0.14,0.43,0,1,0,1
GFS_RL_Sharrah Orchards_CM2,TP864499062050793,6220,5/5/2024,Adams,39.8894,-77.3905,Apples,Cydia pomonella,0,0.14,0.43,0,1,0,1
GFS_RL_Sharrah Orchards_CM2,TP864499062050793,6220,5/6/2024,Adams,39.8894,-77.3905,Apples,Cydia pomonella,0,0.14,0.43,0,1,0,1
GFS_RL_Sharrah Orchards_CM2,TP864499062050793,6220,5/7/2024,Adams,39.8894,-77.3905,Apples,Cydia pomonella,0,0.14,0.43,0,1,0,1
GFS_RL_Sharrah Orchards_CM2,TP864499062050793,6220,5/8/2024,Adams,39.8894,-77.3905,Apples,Cydia pomonella,0,0.14,0.43,0,1,0,1
GFS_RL_Sharrah Orchards_CM2,TP864499062050793,6220,5/9/2024,Adams,39.8894,-77.3905,Apples,Cydia pomonella,1,0.14,0.43,1,2,1,1
GFS_RL_Sharrah Orchards_CM2,TP864499062050793,6220,5/10/2024,Adams,39.8894,-77.3905,Apples,Cydia pomonella,0,0.14,0.43,0,2,1,1
GFS_RL_Sharrah Orchards_CM2,TP864499062050793,6220,5/11/2024,Adams,39.8894,-77.3905,Apples,Cydia pomonella,0,0.14,0.43,0,2,1,1
GFS_RL_Sharrah Orchards_CM2,TP864499062050793,6220,5/12/2024,Adams,39.8894,-77.3905,Apples,Cydia pomonella,0,0.14,0.43,0,2,1,1
GFS_RL_Sharrah Orchards_CM2,TP864499062050793,6220,5/13/2024,Adams,39.8894,-77.3905,Apples,Cydia pomonella,1,0.14,0.43,1,3,2,1
GFS_RL_Sharrah Orchards_CM2,TP864499062050793,6220,5/21/2024,Adams,39.8894,-77.3905,Apples,Cydia pomonella,1,0.14,0.43,1,5,2,1
GFS_RL_Sharrah Orchards_CM2,TP864499062050793,6220,5/24/2024,Adams,39.8894,-77.3905,Apples,Cydia pomonella,1,0.14,0.43,1,6,1,1
GFS_RL_Sharrah Orchards_CM2,TP864499062050793,6220,7/10/2024,Adams,39.8894,-77.3905,Apples,Cydia pomonella,0,0.14,0.43,0,41,2,1
GFS_RL_Sharrah Orchards_CM2,TP864499062050793,6220,7/11/2024,Adams,39.8894,-77.3905,Apples,Cydia pomonella,0,0.14,0.43,0,41,2,1
GFS_RL_Sharrah Orchards_CM2,TP864499062050793,6220,7/12/2024,Adams,39.8894,-77.3905,Apples,Cydia pomonella,0,0.14,0.43,0,41,2,1
GFS_RL_Sharrah Orchards_CM2,TP864499062050793,6220,7/13/2024,Adams,39.8894,-77.3905,Apples,Cydia pomonella,1,0.14,0.43,1,42,3,1
GFS_RL_Deardorff_Apple_CM,TP864499062061261,6300,5/17/2024,Adams,39.8926,-77.3853,Apples,Cydia pomonella,0,0.14,0.43,0,1,1,1
GFS_RL_Deardorff_Apple_CM,TP864499062061261,6300,5/18/2024,Adams,39.8926,-77.3853,Apples,Cydia pomonella,0,0.14,0.43,0,1,1,1
GFS_RL_Deardorff_Apple_CM,TP864499062061261,6300,5/19/2024,Adams,39.8926,-77.3853,Apples,Cydia pomonella,0,0.14,0.43,0,1,1,1
GFS_RL_Deardorff_Apple_CM,TP864499062061261,6300,5/20/2024,Adams,39.8926,-77.3853,Apples,Cydia pomonella,0,0.14,0.43,0,1,1,1
GFS_RL_Deardorff_Apple_CM,TP864499062061261,6300,5/21/2024,Adams,39.8926,-77.3853,Apples,Cydia pomonella,0,0.14,0.43,0,1,1,1
GFS_RL_Deardorff_Apple_CM,TP864499062061261,6300,5/22/2024,Adams,39.8926,-77.3853,Apples,Cydia pomonella,0,0.14,0.43,0,1,1,1
GFS_RL_Deardorff_Apple_CM,TP864499062061261,6300,5/23/2024,Adams,39.8926,-77.3853,Apples,Cydia pomonella,3,0.14,0.43,3,4,4,1
GFS_RL_Deardorff_Apple_CM,TP864499062061261,6300,7/7/2024,Adams,39.8926,-77.3853,Apples,Cydia pomonella,0,0.14,0.43,0,62,1,1
GFS_RL_Deardorff_Apple_CM,TP864499062061261,6300,7/8/2024,Adams,39.8926,-77.3853,Apples,Cydia pomonella,0,0.14,0.43,0,62,1,1
GFS_RL_Deardorff_Apple_CM,TP864499062061261,6300,7/9/2024,Adams,39.8926,-77.3853,Apples,Cydia pomonella,0,0.14,0.43,0,62,1,1
GFS_RL_Deardorff_Apple_CM,TP864499062061261,6300,7/10/2024,Adams,39.8926,-77.3853,Apples,Cydia pomonella,0,0.14,0.43,0,62,1,1
GFS_RL_Deardorff_Apple_CM,TP864499062061261,6300,7/11/2024,Adams,39.8926,-77.3853,Apples,Cydia pomonella,0,0.14,0.43,0,62,1,1
GFS_RL_Deardorff_Apple_CM,TP864499062061261,6300,7/12/2024,Adams,39.8926,-77.3853,Apples,Cydia pomonella,1,0.14,0.43,1,63,2,1
GFS_RL_Sharrah Orchards_Hilltown_CM,TP864499062053441,6208,4/25/2024,Adams,39.8942,-77.3618,Apples,Cydia pomonella,0,0.14,0.43,0,1,1,1
GFS_RL_Sharrah Orchards_Hilltown_CM,TP864499062053441,6208,4/26/2024,Adams,39.8942,-77.3618,Apples,Cydia pomonella,0,0.14,0.43,0,1,1,1
GFS_RL_Sharrah Orchards_Hilltown_CM,TP864499062053441,6208,4/27/2024,Adams,39.8942,-77.3618,Apples,Cydia pomonella,0,0.14,0.43,0,1,1,1
GFS_RL_Sharrah Orchards_Hilltown_CM,TP864499062053441,6208,4/28/2024,Adams,39.8942,-77.3618,Apples,Cydia pomonella,0,0.14,0.43,0,1,1,1
GFS_RL_Sharrah Orchards_Hilltown_CM,TP864499062053441,6208,4/29/2024,Adams,39.8942,-77.3618,Apples,Cydia pomonella,0,0.14,0.43,0,1,1,1
GFS_RL_Sharrah Orchards_Hilltown_CM,TP864499062053441,6208,4/30/2024,Adams,39.8942,-77.3618,Apples,Cydia pomonella,0,0.14,0.43,0,1,1,1
GFS_RL_Sharrah Orchards_Hilltown_CM,TP864499062053441,6208,5/1/2024,Adams,39.8942,-77.3618,Apples,Cydia pomonella,1,0.14,0.43,1,2,2,1
GFS_RL_Sharrah Orchards_Hilltown_CM,TP864499062053441,6208,5/2/2024,Adams,39.8942,-77.3618,Apples,Cydia pomonella,0,0.14,0.43,0,2,2,1
GFS_RL_Sharrah Orchards_Hilltown_CM,TP864499062053441,6208,5/3/2024,Adams,39.8942,-77.3618,Apples,Cydia pomonella,2,0.14,0.43,2,4,4,1
GFS_RL_Sharrah Orchards_Hilltown_CM,TP864499062053441,6208,7/5/2024,Adams,39.8942,-77.3618,Apples,Cydia pomonella,0,0.14,0.43,0,77,0,1
GFS_RL_Sharrah Orchards_Hilltown_CM,TP864499062053441,6208,7/6/2024,Adams,39.8942,-77.3618,Apples,Cydia pomonella,2,0.14,0.43,2,79,2,1
GFS_RL_Flickinger_Romes_CM,TP864499062056725,6288,5/17/2024,Adams,39.8986,-77.3546,Apples,Cydia pomonella,0,0.14,0.43,0,4,3,1
GFS_RL_Flickinger_Romes_CM,TP864499062056725,6288,5/22/2024,Adams,39.8986,-77.3546,Apples,Cydia pomonella,1,0.14,0.43,1,6,5,1
GFS_RL_Flickinger_Romes_CM,TP864499062056725,6288,7/9/2024,Adams,39.8986,-77.3546,Apples,Cydia pomonella,0,0.14,0.43,0,66,1,1
GFS_RL_Flickinger_Romes_CM,TP864499062056725,6288,7/10/2024,Adams,39.8986,-77.3546,Apples,Cydia pomonella,0,0.14,0.43,0,66,1,1
GFS_RL_Flickinger_Romes_CM,TP864499062056725,6288,7/11/2024,Adams,39.8986,-77.3546,Apples,Cydia pomonella,0,0.14,0.43,0,66,1,1
GFS_RL_Flickinger_Romes_CM,TP864499062056725,6288,7/12/2024,Adams,39.8986,-77.3546,Apples,Cydia pomonella,0,0.14,0.43,0,66,1,1
GFS_RL_Flickinger_Romes_CM,TP864499062056725,6288,7/13/2024,Adams,39.8986,-77.3546,Apples,Cydia pomonella,0,0.14,0.43,0,66,1,1
GFS_RL_Flickinger_Romes_CM,TP864499062056725,6288,7/14/2024,Adams,39.8986,-77.3546,Apples,Cydia pomonella,0,0.14,0.43,0,66,1,1
GFS_RL_Flickinger_Romes_CM,TP864499062056725,6288,7/15/2024,Adams,39.8986,-77.3546,Apples,Cydia pomonella,2,0.14,0.43,2,68,3,1
GFS_RL_Flickinger_UpperYorks_CM,TP864499062056972,6034,5/18/2024,Adams,39.8998,-77.3602,Apples,Cydia pomonella,0,0.14,0.43,0,1,0,1
GFS_RL_Flickinger_UpperYorks_CM,TP864499062056972,6034,5/19/2024,Adams,39.8998,-77.3602,Apples,Cydia pomonella,1,0.14,0.43,1,2,1,1
GFS_RL_Flickinger_UpperYorks_CM,TP864499062056972,6034,6/2/2024,Adams,39.8998,-77.3602,Apples,Cydia pomonella,0,0.14,0.43,0,8,6,1
GFS_RL_Flickinger_UpperYorks_CM,TP864499062056972,6034,6/3/2024,Adams,39.8998,-77.3602,Apples,Cydia pomonella,2,0.14,0.43,2,10,8,1
GFS_RL_Flickinger_UpperYorks_CM,TP864499062056972,6034,7/5/2024,Adams,39.8998,-77.3602,Apples,Cydia pomonella,0,0.14,0.43,0,27,0,1
GFS_RL_Flickinger_UpperYorks_CM,TP864499062056972,6034,7/6/2024,Adams,39.8998,-77.3602,Apples,Cydia pomonella,0,0.14,0.43,0,27,0,1
GFS_RL_Flickinger_UpperYorks_CM,TP864499062056972,6034,7/7/2024,Adams,39.8998,-77.3602,Apples,Cydia pomonella,0,0.14,0.43,0,27,0,1
GFS_RL_Flickinger_UpperYorks_CM,TP864499062056972,6034,7/10/2024,Adams,39.8998,-77.3602,Apples,Cydia pomonella,0,0.14,0.43,0,28,1,1
GFS_RL_Flickinger_UpperYorks_CM,TP864499062056972,6034,7/11/2024,Adams,39.8998,-77.3602,Apples,Cydia pomonella,1,0.14,0.43,1,29,2,1
Peters Avile Barn Block CM Mega Lure AA,TP862382065580143,4922,4/1/2024,Adams,39.9101,-77.3295,Apples,Cydia pomonella,0,0.14,0.43,0,1,0,1
Peters Avile Barn Block CM Mega Lure AA,TP862382065580143,4922,4/2/2024,Adams,39.9101,-77.3295,Apples,Cydia pomonella,0,0.14,0.43,0,1,0,1
Peters Avile Barn Block CM Mega Lure AA,TP862382065580143,4922,4/3/2024,Adams,39.9101,-77.3295,Apples,Cydia pomonella,0,0.14,0.43,,1,,1
Peters Avile Barn Block CM Mega Lure AA,TP862382065580143,4922,4/4/2024,Adams,39.9101,-77.3295,Apples,Cydia pomonella,0,0.14,0.43,0,1,0,1
Peters Avile Barn Block CM Mega Lure AA,TP862382065580143,4922,4/5/2024,Adams,39.9101,-77.3295,Apples,Cydia pomonella,0,0.14,0.43,,1,,1
Peters Avile Barn Block CM Mega Lure AA,TP862382065580143,4922,4/6/2024,Adams,39.9101,-77.3295,Apples,Cydia pomonella,0,0.14,0.43,0,1,0,1
Peters Avile Barn Block CM Mega Lure AA,TP862382065580143,4922,4/7/2024,Adams,39.9101,-77.3295,Apples,Cydia pomonella,0,0.14,0.43,0,1,0,1
Peters Avile Barn Block CM Mega Lure AA,TP862382065580143,4922,4/21/2024,Adams,39.9101,-77.3295,Apples,Cydia pomonella,0,0.14,0.43,0,2,1,1
Peters Avile Barn Block CM Mega Lure AA,TP862382065580143,4922,4/22/2024,Adams,39.9101,-77.3295,Apples,Cydia pomonella,0,0.14,0.43,0,2,0,1
Peters Avile Barn Block CM Mega Lure AA,TP862382065580143,4922,4/23/2024,Adams,39.9101,-77.3295,Apples,Cydia pomonella,1,0.14,0.43,1,3,1,1
Peters Avile Barn Block CM Mega Lure AA,TP862382065580143,4922,4/28/2024,Adams,39.9101,-77.3295,Apples,Cydia pomonella,0,0.14,0.43,0,3,1,1
Peters Avile Barn Block CM Mega Lure AA,TP862382065580143,4922,4/29/2024,Adams,39.9101,-77.3295,Apples,Cydia pomonella,0,0.14,0.43,0,3,0,1
Peters Avile Barn Block CM Mega Lure AA,TP862382065580143,4922,4/30/2024,Adams,39.9101,-77.3295,Apples,Cydia pomonella,0,0.14,0.43,0,3,0,1
Peters Avile Barn Block CM Mega Lure AA,TP862382065580143,4922,5/31/2024,Adams,39.9101,-77.3295,Apples,Cydia pomonella,0,0.14,0.43,0,6,1,1
Peters Avile Barn Block CM Mega Lure AA,TP862382065580143,4922,6/1/2024,Adams,39.9101,-77.3295,Apples,Cydia pomonella,1,0.14,0.43,1,7,2,1
Peters Avile Barn Block CM Mega Lure AA,TP862382065580143,4922,6/7/2024,Adams,39.9101,-77.3295,Apples,Cydia pomonella,0,0.14,0.43,0,7,2,1
Peters Avile Barn Block CM Mega Lure AA,TP862382065580143,4922,6/8/2024,Adams,39.9101,-77.3295,Apples,Cydia pomonella,0,0.14,0.43,0,7,2,1
Peters Avile Barn Block CM Mega Lure AA,TP862382065580143,4922,6/21/2024,Adams,39.9101,-77.3295,Apples,Cydia pomonella,0,0.14,0.43,0,13,0,1
Peters Avile Barn Block CM Mega Lure AA,TP862382065580143,4922,6/22/2024,Adams,39.9101,-77.3295,Apples,Cydia pomonella,0,0.14,0.43,0,13,0,1
Peters Avile Barn Block CM Mega Lure AA,TP862382065580143,4922,6/28/2024,Adams,39.9101,-77.3295,Apples,Cydia pomonella,0,0.14,0.43,0,14,0,1
Peters Avile Barn Block CM Mega Lure AA,TP862382065580143,4922,6/29/2024,Adams,39.9101,-77.3295,Apples,Cydia pomonella,0,0.14,0.43,0,14,0,1
Peters Avile Barn Block CM Mega Lure AA,TP862382065580143,4922,6/30/2024,Adams,39.9101,-77.3295,Apples,Cydia pomonella,0,0.14,0.43,0,14,0,1
Peters Avile Barn Block CM Mega Lure AA,TP862382065580143,4922,7/1/2024,Adams,39.9101,-77.3295,Apples,Cydia pomonella,0,0.14,0.43,0,14,0,1
Peters Avile Barn Block CM Mega Lure AA,TP862382065580143,4922,7/2/2024,Adams,39.9101,-77.3295,Apples,Cydia pomonella,0,0.14,0.43,0,14,0,1
